Project,Package,Module,Class,Method,LOC,CC,PC
backend,backend.notifications.tests.reminder,test_reminder_triggers,,test_upcoming_send_mail_true,9,1,2
backend,backend.notifications.tests.reminder,test_reminder_triggers,,test_upcoming_no_tasks,6,1,2
backend,backend.notifications.tests.reminder,test_reminder_triggers,,test_upcoming_skips_no_user,7,1,2
backend,backend.notifications.tests.reminder,test_reminder_triggers,,test_overdue_creates,8,1,2
backend,backend.notifications.tests.reminder,test_reminder_triggers,,test_overdue_title,16,1,2
backend,backend.notifications.tests.reminder,test_reminder_triggers,,test_overdue_message_has_title,23,1,2
backend,backend.notifications.tests.reminder,test_reminder_triggers,,test_overdue_skips_no_user,21,1,2
backend,backend.notifications.tests.reminder,test_reminder_triggers,,test_completed_creates,8,1,2
backend,backend.notifications.tests.reminder,test_reminder_triggers,,test_completed_title,16,1,2
backend,backend.notifications.tests.reminder,test_reminder_triggers,,test_completed_message_title,16,1,2
backend,backend.notifications.tests.reminder,test_reminder_triggers,,test_completed_skips_no_user,14,1,2
backend,backend.onboarding.models,user_preference_model,UserPreference,to_dict,9,1,0
backend,backend.onboarding.models,user_preference_model,UserPreference,__repr__,2,1,0
backend,backend.onboarding.routers,onboarding_router,,save_preferences,14,2,3
backend,backend.onboarding.routers,onboarding_router,,get_roadmap,17,2,2
backend,backend.onboarding.services,preference_service,PreferenceService,__init__,2,1,1
backend,backend.onboarding.services,preference_service,PreferenceService,save_preferences,19,3,2
backend,backend.onboarding.services,preference_service,PreferenceService,save_preferences_with_roadmap,13,1,2
backend,backend.onboarding.tests,test_onboarding_router,,mock_db,2,1,0
backend,backend.onboarding.tests,test_onboarding_router,,client,4,1,1
backend,backend.onboarding.tests,test_onboarding_router,,make_preference,9,1,1
backend,backend.onboarding.tests,test_onboarding_router,,make_pref_response,10,1,1
backend,backend.onboarding.tests,test_onboarding_router,,_set_pref_lookup,4,1,2
backend,backend.onboarding.tests,test_onboarding_router,,test_pref_200_valid,6,1,2
backend,backend.onboarding.tests,test_onboarding_router,,test_pref_has_roadmap,6,1,2
backend,backend.onboarding.tests,test_onboarding_router,,test_pref_roadmap_list,6,1,2
backend,backend.onboarding.tests,test_onboarding_router,,test_pref_calls_save,7,1,2
backend,backend.onboarding.tests,test_onboarding_router,,test_pref_calls_roadmap,7,1,2
backend,backend.onboarding.tests,test_onboarding_router,,test_pref_422_missing,4,1,1
backend,backend.onboarding.tests,test_onboarding_router,,test_roadmap_200_found,7,1,3
backend,backend.onboarding.tests,test_onboarding_router,,test_roadmap_has_list,7,1,3
backend,backend.onboarding.tests,test_onboarding_router,,test_roadmap_404_missing,4,1,2
backend,backend.onboarding.tests,test_onboarding_router,,test_roadmap_404_detail_msg,4,1,2
backend,backend.onboarding.tests,test_preference_service,,mock_db,2,1,0
backend,backend.onboarding.tests,test_preference_service,,sample_data,7,1,0
backend,backend.onboarding.tests,test_preference_service,,existing_pref,9,1,0
backend,backend.onboarding.tests,test_preference_service,,_set_pref_lookup,4,1,2
backend,backend.onboarding.tests,test_preference_service,,test_adds_pref_when_none,5,1,2
backend,backend.onboarding.tests,test_preference_service,,test_commits_after_create,5,1,2
backend,backend.onboarding.tests,test_preference_service,,test_refreshes_after_create,5,1,2
backend,backend.onboarding.tests,test_preference_service,,test_returns_pref_on_create,5,1,2
backend,backend.onboarding.tests,test_preference_service,,test_no_add_when_pref_exists,5,1,3
backend,backend.onboarding.tests,test_preference_service,,test_updates_pref_fields,5,1,3
backend,backend.onboarding.tests,test_preference_service,,test_updates_experience_level,5,1,3
backend,backend.onboarding.tests,test_preference_service,,test_updates_hours_per_week,5,1,3
backend,backend.onboarding.tests,test_preference_service,,test_commits_after_update,5,1,3
backend,backend.onboarding.tests,test_preference_service,,test_returns_updated_pref,5,1,3
backend,backend.replan.check,service,,check_goal_needs_replan,33,2,3
backend,backend.replan.check.tests,test_check_replan,,make_task,8,1,5
backend,backend.replan.check.tests,test_check_replan,,_set_missed_tasks,5,1,2
backend,backend.replan.check.tests,test_check_replan,,_set_completed_count,4,1,2
backend,backend.replan.check.tests,test_check_replan,,test_red_response_keys,15,1,0
backend,backend.replan.check.tests,test_check_replan,,test_red_needs_replan_true,22,1,0
backend,backend.replan.check.tests,test_check_replan,,test_red_needs_replan_false,21,1,0
backend,backend.replan.check.tests,test_check_replan,,test_green_missed_count,18,1,0
backend,backend.replan.check.tests,test_check_replan,,test_green_goal_id_echoed,7,1,0
backend,backend.replan.check.tests,test_check_replan,,test_refactor_threshold_config,27,1,0
backend,backend.replan.detect,service,,detect_missed_tasks,12,1,2
backend,backend.replan.detect.tests,test_detect_missed,,make_task,8,1,5
backend,backend.replan.detect.tests,test_detect_missed,,_set_missed_tasks,5,1,2
backend,backend.replan.detect.tests,test_detect_missed,,test_red_pending_overdue,15,1,0
backend,backend.replan.detect.tests,test_detect_missed,,test_red_no_missed,6,1,0
backend,backend.replan.detect.tests,test_detect_missed,,test_green_orders_by_due,21,1,0
backend,backend.replan.detect.tests,test_detect_missed,,test_green_queries_goal_id,6,1,0
backend,backend.replan.detect.tests,test_detect_missed,,test_refactor_threshold,5,1,0
backend,backend.replan.goal,service,,_get_goal_or_404,8,2,3
backend,backend.replan.goal,service,,_ensure_goal_not_ended,6,2,2
backend,backend.replan.goal,service,,_ensure_goal_can_be_replanned,6,2,1
backend,backend.replan.goal,service,,_build_replan_progress,5,1,1
backend,backend.replan.goal,service,,_generate_replan_tasks_or_502,16,2,0
backend,backend.replan.goal,service,,_apply_replan_to_db,5,1,1
backend,backend.replan.goal,service,,_log_adjustment,15,1,1
backend,backend.replan.goal,service,,_generate_all_new_tasks,25,2,3
backend,backend.replan.goal,service,,_mark_missed_tasks,6,2,2
backend,backend.replan.goal,service,,_delete_future_pending_tasks,15,2,3
backend,backend.replan.goal,service,,_insert_new_tasks,11,2,3
backend,backend.replan.goal,service,,replan_goal,58,1,3
backend,backend.replan.goal,service,,_generate_replan_tasks,42,2,1
backend,backend.replan.goal,service,,_generate_explanation,60,1,5
backend,backend.replan.goal,service,,_call_llm_for_tasks,44,2,1
backend,backend.replan.goal,service,,generate_resume_tasks,38,2,1
backend,backend.replan.goal.tests,test_replan_goal,,make_goal,9,1,4
backend,backend.replan.goal.tests,test_replan_goal,,_set_goal_lookup,4,1,2
backend,backend.replan.goal.tests,test_replan_goal,,test_red_404_no_goal,7,1,0
backend,backend.replan.goal.tests,test_replan_goal,,test_red_404_wrong_user,7,1,0
backend,backend.replan.goal.tests,test_replan_goal,,test_red_400_goal_ended,14,1,0
backend,backend.replan.goal.tests,test_replan_goal,,test_green_not_adjusted,22,1,2
backend,backend.replan.goal.tests,test_replan_goal,,test_refactor_502_no_data_loss,23,1,1
backend,backend.replan.llm,service,,_strip_code_fences,4,1,1
backend,backend.replan.llm,service,,_extract_json_array,5,2,1
backend,backend.replan.llm,service,,_validate_task_structure,3,3,1
backend,backend.replan.llm,service,,_validate_date_string,7,3,1
backend,backend.replan.llm,service,,_call_llm_for_tasks,39,4,1
backend,backend.replan.llm,service,,call_llm_for_tasks,2,1,1
backend,backend.replan.llm,service,,generate_replan_tasks,42,2,1
backend,backend.replan.llm,service,,generate_replan_explanation,61,1,5
backend,backend.replan.llm.tests,test_replan_llm,,test_llm_tasks_valid,23,1,0
backend,backend.replan.llm.tests,test_replan_llm,,test_llm_tasks_invalid,10,1,0
backend,backend.replan.llm.tests,test_replan_llm,,test_llm_tasks_missing_key,7,1,0
backend,backend.replan.llm.tests,test_replan_llm,,test_llm_tasks_first_array,22,1,0
backend,backend.replan.llm.tests,test_replan_llm,,test_llm_tasks_invalid_date,12,1,0
backend,backend.replan.llm.tests,test_replan_llm,,test_generate_replan_tasks,18,1,0
backend,backend.replan.llm.tests,test_replan_llm,,test_generate_explanation,16,1,0
backend,backend.replan.routes,router,,_user_id,2,1,1
backend,backend.replan.routes,router,,check_replan_status,8,1,4
backend,backend.replan.routes,router,,trigger_replan,8,1,3
backend,backend.replan.routes,router,,get_adjustment_history,19,1,3
backend,backend.replan.routes.tests,test_replan_routes,,make_adjustment,13,2,1
backend,backend.replan.routes.tests,test_replan_routes,,_set_history_return,5,1,2
backend,backend.replan.routes.tests,test_replan_routes,,test_red_check_delegates,18,1,1
backend,backend.replan.routes.tests,test_replan_routes,,test_red_trigger_user_id,10,1,1
backend,backend.replan.routes.tests,test_replan_routes,,test_red_history_returns_list,14,1,0
backend,backend.replan.routes.tests,test_replan_routes,,test_green_default_threshold,8,2,0
backend,backend.replan.routes.tests,test_replan_routes,,test_green_404_propagates,11,1,1
backend,backend.replan.routes.tests,test_replan_routes,,test_green_empty_history,10,1,0
backend,backend.replan.routes.tests,test_replan_routes,,test_green_history_created_iso,14,1,0
backend,backend.replan.routes.tests,test_replan_routes,,test_refactor_check_no_query,18,1,1
backend,backend.replan.routes.tests,test_replan_routes,,test_refactor_history_order_by,10,1,0
backend,backend.tests.fixtures,auth_fixtures,,clear_code_stores,8,1,0
backend,backend.tests.fixtures,auth_fixtures,,mock_email_sender,8,1,1
backend,backend.tests.fixtures,auth_fixtures,,register_user,15,0,1
backend,backend.tests.fixtures,auth_fixtures,,verify_user,8,1,1
backend,backend.tests.fixtures,auth_fixtures,,verification_code,9,0,1
backend,backend.tests.fixtures,auth_fixtures,,password_reset_code,9,0,1
backend,backend.tests.fixtures,db_fixtures,,db_session_fixture,16,1,0
backend,backend.tests.fixtures,db_fixtures,,client_fixture,10,1,1
backend,backend.tests.fixtures,db_fixtures,,auth_client_fixture,13,1,1
backend,backend.tests.models,test_base,,test_base_class_exists,2,2,0
backend,backend.tests.models,test_chat_models,,test_session_tablename,3,1,0
backend,backend.tests.models,test_chat_models,,test_session_columns,10,1,0
backend,backend.tests.models,test_chat_models,,test_session_user_required,3,1,0
backend,backend.tests.models,test_chat_models,,test_session_goal_required,3,1,0
backend,backend.tests.models,test_chat_models,,test_session_task_optional,3,1,0
backend,backend.tests.models,test_chat_models,,test_session_title_nullable,3,1,0
backend,backend.tests.models,test_chat_models,,test_session_goal_fk,5,1,0
backend,backend.tests.models,test_chat_models,,test_session_user_fk,5,1,0
backend,backend.tests.models,test_chat_models,,test_session_task_fk,5,1,0
backend,backend.tests.models,test_chat_models,,test_session_goal_rel,3,1,0
backend,backend.tests.models,test_chat_models,,test_session_task_rel,3,1,0
backend,backend.tests.models,test_chat_models,,test_session_messages_rel,3,1,0
backend,backend.tests.models,test_chat_models,,test_message_tablename,3,1,0
backend,backend.tests.models,test_chat_models,,test_message_columns,7,1,0
backend,backend.tests.models,test_chat_models,,test_message_session_required,3,1,0
backend,backend.tests.models,test_chat_models,,test_message_role_required,3,1,0
backend,backend.tests.models,test_chat_models,,test_message_content_required,3,1,0
backend,backend.tests.models,test_chat_models,,test_message_session_fk,5,1,0
backend,backend.tests.models,test_chat_models,,test_message_session_rel,3,1,0
backend,backend.tests.models,test_task_notes_column,,test_task_notes_column_added,4,1,1
backend,backend.tests.models,test_task_notes_column,,test_task_notes_nullable,8,1,1
backend,backend.tests.models,test_user_models,,test_user_model_creation,15,1,1
backend,backend.tests.schemas,test_chat_schemas,,test_request_valid_message,3,1,0
backend,backend.tests.schemas,test_chat_schemas,,test_request_rejects_empty,3,1,0
backend,backend.tests.schemas,test_chat_schemas,,test_request_rejects_missing,3,1,0
backend,backend.tests.schemas,test_chat_schemas,,test_request_rejects_over,3,1,0
backend,backend.tests.schemas,test_chat_schemas,,test_request_accepts_limit,3,1,0
backend,backend.tests.schemas,test_chat_schemas,,test_create_no_task,4,1,0
backend,backend.tests.schemas,test_chat_schemas,,test_create_with_task,3,1,0
backend,backend.tests.schemas,test_chat_schemas,,test_create_no_goal,3,1,0
backend,backend.tests.schemas,test_chat_schemas,,test_create_no_msg,3,1,0
backend,backend.tests.schemas,test_chat_schemas,,test_create_empty_msg,3,1,0
backend,backend.tests.schemas,test_chat_schemas,,test_msg_resp_user,8,1,0
backend,backend.tests.schemas,test_chat_schemas,,test_msg_resp_assistant,8,1,0
backend,backend.tests.schemas,test_chat_schemas,,test_reply_resp_valid,19,1,0
backend,backend.tests.schemas,test_chat_schemas,,test_list_item_valid,11,1,0
backend,backend.tests.schemas,test_chat_schemas,,test_list_item_optional_none,11,1,0
backend,backend.tests.schemas,test_chat_schemas,,test_history_with_msgs,20,1,0
backend,backend.tests.schemas,test_chat_schemas,,test_history_empty_msgs,3,1,0
backend,backend.tests.utils,test_db_session,,test_db_session_singleton,6,1,0
backend,backend.tests.utils,test_email_sender,,test_send_email,35,1,1
backend,backend.tests.utils,test_password,,test_hash_and_verify_password,6,1,0
backend,backend.tests.workflows,test_goal_creation_workflow,,test_minimal_create_goal_node,26,1,0
backend,backend.tests.workflows,test_goal_creation_workflow,,test_minimal_generate_tasks,26,1,0
backend,backend.tests.workflows,test_goal_creation_workflow,,test_minimal_workflow_exec,27,1,0
backend,backend.tests.workflows,test_goal_creation_workflow,,test_create_goal_persists,26,1,0
backend,backend.tests.workflows,test_goal_creation_workflow,,test_generate_tasks_calls_llm,29,1,0
backend,backend.tests.workflows,test_replan_workflow,,test_minimal_gather_research,20,1,0
backend,backend.tests.workflows,test_replan_workflow,,test_minimal_generate_tasks,23,1,0
backend,backend.tests.workflows,test_replan_workflow,,test_minimal_workflow_exec,27,1,0
backend,backend.tests.workflows,test_replan_workflow,,test_gather_research_calls,13,1,0
backend,backend.tests.workflows,test_replan_workflow,,test_generate_tasks_calls_llm,31,1,0
backend,backend.workflows,goal_creation_workflow,,_create_goal_node,18,1,1
backend,backend.workflows,goal_creation_workflow,,create_goal_node,2,1,1
backend,backend.workflows,goal_creation_workflow,,_gather_research_node,9,1,1
backend,backend.workflows,goal_creation_workflow,,gather_research_node,2,1,1
backend,backend.workflows,goal_creation_workflow,,_generate_tasks_node,20,3,1
backend,backend.workflows,goal_creation_workflow,,generate_tasks_node,2,1,1
backend,backend.workflows,goal_creation_workflow,,_persist_tasks_node,18,2,1
backend,backend.workflows,goal_creation_workflow,,persist_tasks_node,2,1,1
backend,backend.workflows,goal_creation_workflow,,_should_continue_chunks,6,2,1
backend,backend.workflows,goal_creation_workflow,,should_continue_chunks,2,1,1
backend,backend.workflows,goal_creation_workflow,,build_goal_creation_graph,20,1,1
backend,backend.workflows,goal_creation_workflow,,run_goal_creation_workflow,20,2,2
backend,backend.workflows,replan_workflow,,_gather_research_node,7,1,1
backend,backend.workflows,replan_workflow,,gather_research_node,2,1,1
backend,backend.workflows,replan_workflow,,_generate_tasks_node,24,3,1
backend,backend.workflows,replan_workflow,,generate_tasks_node,2,1,1
backend,backend.workflows,replan_workflow,,_validate_tasks_node,4,1,1
backend,backend.workflows,replan_workflow,,_apply_plan_node,4,0,1
backend,backend.workflows,replan_workflow,,_generate_explanation_node,2,1,1
backend,backend.workflows,replan_workflow,,_log_adjustment_node,4,0,1
backend,backend.workflows,replan_workflow,,_finalize_node,2,1,1
backend,backend.workflows,replan_workflow,,_should_continue_chunks,9,2,1
backend,backend.workflows,replan_workflow,,should_continue_chunks,2,1,1
backend,backend.workflows,replan_workflow,,build_replan_graph,26,1,1
backend,backend.workflows,replan_workflow,,run_replan_workflow,24,2,4
